iter	Logloss
453	0.3288658518
454	0.3284473595
455	0.328182605
456	0.3279353696
457	0.3275255092
458	0.3269723949
459	0.3267330229
460	0.326310583
461	0.3259461229
462	0.3258473909
463	0.3253741238
464	0.3248205309
465	0.3245942961
466	0.3243679762
467	0.3239823826
468	0.3236760557
469	0.3231478284
470	0.3228405994
471	0.3224700674
472	0.3220919925
473	0.3216953902
474	0.3214287665
475	0.3211730294
476	0.3206478088
477	0.320314518
478	0.3199124927
479	0.3194835292
480	0.3192992247
481	0.3189291441
482	0.3185634639
483	0.3182865309
484	0.3180014203
485	0.3176955018
486	0.3174886628
487	0.3171643791
488	0.3170555908
489	0.3168317834
490	0.3165913351
491	0.3160213281
492	0.3157808856
493	0.315509141
494	0.3152186933
495	0.3148526269
496	0.3144456895
497	0.3139509434
498	0.3136893223
499	0.3134971315
500	0.3130833621
501	0.3124850947
502	0.3123295369
503	0.3121522792
504	0.3117182783
505	0.3114259782
506	0.3109912522
507	0.3107549473
508	0.310449501
509	0.310171401
510	0.3096553287
511	0.3093040513
512	0.3089061887
513	0.3085773649
514	0.308128409
515	0.3078724579
516	0.3073907287
517	0.3070467825
518	0.3068679131
519	0.3064500174
520	0.3061985104
521	0.3059064751
522	0.3055550775
523	0.30514264
524	0.3046941436
525	0.3043699449
526	0.3042233203
527	0.3039911073
528	0.3036649909
529	0.303541489
530	0.3031854026
531	0.3029250907
532	0.302653533
533	0.302153188
534	0.3018948565
535	0.3014901169
536	0.3011323431
537	0.3008454154
538	0.3004632061
539	0.2999600214
540	0.2995019423
541	0.2989484717
542	0.298753995
543	0.2984609472
544	0.2981991991
545	0.2980098755
546	0.297654084
547	0.2972789661
548	0.2970954815
549	0.2965966295
550	0.2961095634
551	0.2956829595
552	0.2953730353
553	0.2951237938
554	0.2947909591
555	0.2942581703
556	0.2940051252
557	0.2938533578
558	0.2933669324
559	0.2932133555
560	0.2929689659
561	0.2927629797
562	0.2923477103
563	0.2919946155
564	0.2915639463
565	0.2913045412
566	0.2909798021
567	0.2906971867
568	0.2904287209
569	0.2902252171
570	0.2899130951
571	0.2896922661
572	0.2894590906
573	0.2893404549
574	0.2890300898
575	0.2885866971
576	0.2882851709
577	0.2877341169
578	0.28717064
579	0.2868151473
580	0.2866966136
581	0.2864790302
582	0.2862963785
583	0.2860027718
584	0.2856307983
585	0.2852875896
586	0.2850446745
587	0.2847300638
588	0.2843849252
589	0.2843372114
590	0.2841479465
591	0.2839077994
592	0.2837164234
593	0.2833574456
594	0.2830700203
595	0.2826128387
596	0.2824572612
597	0.2822529303
598	0.2818103552
599	0.2816172877
600	0.2813643601
601	0.2811965691
602	0.2810327805
603	0.2809118185
604	0.2807125563
605	0.2802630961
606	0.2799891905
607	0.2797902786
608	0.2795371317
609	0.2792101852
610	0.2788519346
611	0.2785054992
612	0.2782008492
613	0.277815754
614	0.2775822995
615	0.2774905938
616	0.2773423508
617	0.2770032294
618	0.2765889409
619	0.2762489487
620	0.2761425884
621	0.2758829498
622	0.2756021484
623	0.2752677262
624	0.2750365871
625	0.2746502485
626	0.2744010829
627	0.2742733549
628	0.2740226738
629	0.2738042362
630	0.2736742004
631	0.2733610384
632	0.2730395727
633	0.2727363708
634	0.2724434809
635	0.2721473422
636	0.2718467399
637	0.271538311
638	0.2713718971
639	0.2712193038
640	0.2710712062
641	0.2707230983
642	0.2702722099
643	0.2700615865
644	0.2696845456
645	0.2694988326
646	0.2691012025
647	0.2687459443
648	0.2684938426
649	0.2681150366
650	0.2678953961
651	0.2675342441
652	0.2673035101
653	0.2667523394
654	0.2665522516
655	0.2661694807
656	0.2659170936
657	0.2655516352
658	0.2651296849
659	0.2646707947
660	0.2644723071
661	0.2643137255
662	0.2641473635
663	0.2638409423
664	0.2636718004
665	0.2633259939
666	0.2631412187
667	0.2630582146
668	0.2624982932
669	0.2622612754
670	0.2619654642
671	0.2618398501
672	0.2613077412
673	0.2611174602
674	0.260824466
675	0.2606599914
676	0.2603893518
677	0.2602162035
678	0.260072939
679	0.2599468133
680	0.259758389
681	0.25948293
682	0.2593411728
683	0.2592801434
684	0.2589415607
685	0.2587850418
686	0.2585348337
687	0.2584378934
688	0.2580733426
689	0.2579221088
690	0.2573488901
691	0.2571617637
692	0.2569576414
693	0.2567432512
694	0.2566098871
695	0.2564300708
696	0.2559897405
697	0.2558799539
698	0.2555917043
699	0.2554412622
700	0.2553346795
701	0.2550023659
702	0.2546797408
703	0.2541946764
704	0.2540181712
705	0.2539251009
706	0.2538403659
707	0.2537125637
708	0.2533703884
709	0.2532129617
710	0.2529205229
711	0.2525734585
712	0.2525063774
713	0.2524204275
714	0.2522642073
715	0.2518745412
716	0.2514868389
717	0.2512708026
718	0.2510394661
719	0.2509262557
720	0.2507986748
721	0.2505176868
722	0.2502951682
723	0.2500482489
724	0.2498316736
725	0.2495209132
726	0.2494250634
727	0.2492846419
728	0.2491677968
729	0.248986309
730	0.2487068788
731	0.2486341673
732	0.2484486186
733	0.2481508182
734	0.2480172473
735	0.2477909003
736	0.2475165647
737	0.2471966401
738	0.2468700228
739	0.2467608011
740	0.2466314238
741	0.2464711785
742	0.2462600716
743	0.2461197718
744	0.2458644261
745	0.2453354794
746	0.2452200283
747	0.2450531102
748	0.2448511621
749	0.2447417663
750	0.2446710421
751	0.2445094601
752	0.2443011535
753	0.2441730559
754	0.2438673232
755	0.2437915527
756	0.2435796305
757	0.243426056
758	0.2432281893
759	0.243079448
760	0.2427454028
761	0.2425441498
762	0.2423389531
763	0.2421667939
764	0.2419149528
765	0.2418460294
766	0.2415663579
767	0.241497563
768	0.2413477369
769	0.2411197149
770	0.2408313228
771	0.2406587544
772	0.2404723066
773	0.2401668738
774	0.2400722576
775	0.2398839277
776	0.2396391024
777	0.2393438847
778	0.239008407
779	0.2386835176
780	0.2385622786
781	0.2381352422
782	0.2380714427
783	0.237791977
784	0.2376267464
785	0.2374401168
786	0.2371630969
787	0.2370255048
788	0.236857937
789	0.236593976
790	0.2363374381
791	0.2362560819
792	0.2361377988
793	0.2359448959
794	0.2358587415
795	0.2357635609
796	0.2356134246
797	0.2353061635
798	0.2351453639
799	0.234944172
800	0.2347395114
801	0.2344885238
802	0.2341884325
803	0.2340929972
804	0.2338761361
805	0.2335052861
806	0.2333967437
807	0.2331609052
808	0.2330803573
809	0.2327848331
810	0.2327047669
811	0.2324414578
812	0.2322861691
813	0.2319926258
814	0.231694282
815	0.2314821241
816	0.2312650507
817	0.2309037273
818	0.2306095233
819	0.2302926823
820	0.2301018263
821	0.2297513134
822	0.2296093714
823	0.2295167453
824	0.2291200408
825	0.2289512536
826	0.2286923753
827	0.2284339655
828	0.2283731419
829	0.2280283701
830	0.2279453932
831	0.2278187857
832	0.2276910343
833	0.2275763329
834	0.2274256167
835	0.2271832873
836	0.2268354216
837	0.226579347
838	0.2262929136
839	0.226142423
840	0.2257798979
841	0.2256019987
842	0.2254837162
843	0.2251952082
844	0.2250797554
845	0.2249957986
846	0.2247401253
847	0.2244630298
848	0.224154781
849	0.2236752984
850	0.2235753071
851	0.2233584107
852	0.2232430085
853	0.2230529482
854	0.2227682436
855	0.2226932073
856	0.2225498766
857	0.2222566242
858	0.2220447343
859	0.2217351035
860	0.2216000462
861	0.2215219802
862	0.2213392696
863	0.2211722282
864	0.2210827202
865	0.2210044865
866	0.2206145232
867	0.2204822162
868	0.220361357
869	0.2201657061
870	0.2200802119
871	0.2199913653
872	0.2198100796
873	0.2196777677
874	0.2194286131
875	0.2193861255
876	0.2189655523
877	0.2186835911
878	0.2185517386
879	0.2183263461
880	0.218116901
881	0.2179864477
882	0.2178875256
883	0.2176492797
884	0.2173972604
885	0.2173338523
886	0.2171426761
887	0.2168690196
888	0.2167523274
889	0.2165743035
890	0.21642263
891	0.216145942
892	0.2159999253
893	0.215773422
894	0.2156918629
895	0.2155274973
896	0.2152712187
897	0.2151400154
898	0.214996025
899	0.2147760301
900	0.2146015233
901	0.2144522664
902	0.2142031492
903	0.2140321566
904	0.2138132892
905	0.213642649
906	0.2134260597
907	0.2131979712
908	0.2128752318
909	0.212662141
910	0.2125832857
911	0.2124601123
912	0.2124133199
913	0.2122976503
914	0.2120492057
915	0.2117487218
916	0.2116337827
917	0.211489461
918	0.2114208111
919	0.2112970456
920	0.2110833725
921	0.2109095822
922	0.2107280749
923	0.2106735004
924	0.210558469
925	0.2103923941
926	0.2101829526
927	0.2100657129
928	0.2100153695
929	0.2098065545
930	0.2096881461
931	0.2091690212
932	0.2089582244
933	0.2088557229
934	0.2085412522
935	0.2083427871
936	0.2081979789
937	0.2080834231
938	0.2079320703
939	0.2075682818
940	0.2073193103
941	0.2071094671
942	0.2068278409
943	0.2064887178
944	0.2064160032
945	0.2062945892
946	0.2061153282
947	0.2058281909
948	0.2057312411
949	0.2055160656
950	0.2051234675
951	0.2050297671
952	0.2048249773
953	0.2045497073
954	0.2044653405
955	0.2041846216
956	0.2037441775
957	0.2034792774
958	0.2034208026
959	0.2033602906
960	0.2031240124
961	0.2029776041
962	0.2028993263
963	0.2027472229
964	0.2024907362
965	0.2021375743
966	0.2019887905
967	0.2018301316
968	0.2017096741
969	0.2016279696
970	0.2015086782
971	0.2013475707
972	0.2009860803
973	0.2007401745
974	0.2004781022
975	0.2002486149
976	0.2001430049
977	0.1999474382
978	0.1998178191
979	0.1995762675
980	0.1995094973
981	0.1992093921
982	0.1988512235
983	0.1987083649
984	0.1985227152
985	0.1984197202
986	0.1983314661
987	0.1981279437
988	0.1980282322
989	0.1978840807
990	0.1976052591
991	0.1973381014
992	0.1972659596
993	0.1968918693
994	0.1968533231
995	0.1968080164
996	0.1966938006
997	0.196531295
998	0.1961257158
999	0.1960701825
