link,hotel_name_
https://www.booking.com/hotel/ph/eurotel-vivaldi-araneta.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=187&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=191439401_92977202_0_0_0&highlighted_blocks=191439401_92977202_0_0_0&matching_block_id=191439401_92977202_0_0_0&sr_pri_blocks=191439401_92977202_0_0_0__128481&from=searchresults#hotelTmpl,Eurotel Vivaldi Araneta
https://www.booking.com/hotel/ph/wynwood-hotel.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=190&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=193957107_266352891_2_1_0&highlighted_blocks=193957107_266352891_2_1_0&matching_block_id=193957107_266352891_2_1_0&sr_pri_blocks=193957107_266352891_2_1_0__342770&from=searchresults#hotelTmpl,Wynwood Hotel - Multiple Use Hotel
https://www.booking.com/hotel/ph/the-charter-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=191&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=53565104_264767146_0_2_0&highlighted_blocks=53565104_264767146_0_2_0&matching_block_id=53565104_264767146_0_2_0&sr_pri_blocks=53565104_264767146_0_2_0__247131&from=searchresults#hotelTmpl,The Charter House
https://www.booking.com/hotel/ph/eurotel-makati.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=192&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=24566706_265554942_0_2_0&highlighted_blocks=24566706_265554942_0_2_0&matching_block_id=24566706_265554942_0_2_0&sr_pri_blocks=24566706_265554942_0_2_0__137366&from=searchresults#hotelTmpl,Eurotel Makati
https://www.booking.com/hotel/ph/reddoorz-premium-alpina-heights-condominium.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=193&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=705105501_295322577_0_0_0&highlighted_blocks=705105501_295322577_0_0_0&matching_block_id=705105501_295322577_0_0_0&sr_pri_blocks=705105501_295322577_0_0_0__88696&from=searchresults#hotelTmpl,RedDoorz Plus at Alpina Heights Paranaque
https://www.booking.com/hotel/ph/finnex-dormitory.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=194&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=625200905_357533944_2_0_0&highlighted_blocks=625200905_357533944_2_0_0&matching_block_id=625200905_357533944_2_0_0&sr_pri_blocks=625200905_357533944_2_0_0__95416&from=searchresults#hotelTmpl,OYO 515 Finnex Hotel
https://www.booking.com/hotel/ph/royale-parc-inn-amp-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=196&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=301074604_357534421_2_0_0&highlighted_blocks=301074604_357534421_2_0_0&matching_block_id=301074604_357534421_2_0_0&sr_pri_blocks=301074604_357534421_2_0_0__96227&from=searchresults#hotelTmpl,OYO 406 Royal Parc Inn & Suites
https://www.booking.com/hotel/ph/reddoorz-plus-near-bamboo-organ-las-pinas.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=197&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=540108001_276397865_0_0_0&highlighted_blocks=540108001_276397865_0_0_0&matching_block_id=540108001_276397865_0_0_0&sr_pri_blocks=540108001_276397865_0_0_0__97174&from=searchresults#hotelTmpl,RedDoorz Plus near Bamboo Organ Las Piñas
https://www.booking.com/hotel/ph/sun-star-grand.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=198&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=157968804_200517851_2_42_0&highlighted_blocks=157968804_200517851_2_42_0&matching_block_id=157968804_200517851_2_42_0&sr_pri_blocks=157968804_200517851_2_42_0__162000&from=searchresults#hotelTmpl,Sun Star Grand Hotel
https://www.booking.com/hotel/ph/reddoorz-plus-kamuning-quezon-city.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=450177001_278242603_2_0_0&highlighted_blocks=450177001_278242603_2_0_0&matching_block_id=450177001_278242603_2_0_0&sr_pri_blocks=450177001_278242603_2_0_0__110438&from=searchresults#hotelTmpl,RedDoorz Plus @ Kamuning Quezon City
https://www.booking.com/hotel/ph/oyo-804-dusit-d2-the-fort.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=200&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119877&all_sr_blocks=750122602_347153493_2_0_0&highlighted_blocks=750122602_347153493_2_0_0&matching_block_id=750122602_347153493_2_0_0&sr_pri_blocks=750122602_347153493_2_0_0__474827&from=searchresults#hotelTmpl,Capital O 804 The Residences at Bonifacio Civic Center
https://www.booking.com/hotel/ph/reddoorz-near-owwa-pasay.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=401&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__1363&tpi_r=1&from=searchresults#hotelTmpl,RedDoorz near OWWA Pasay
https://www.booking.com/hotel/ph/salem-airport-guesthouse.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=402&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2176&tpi_r=1&from=searchresults#hotelTmpl,DG Budget Hotel Salem
https://www.booking.com/hotel/ph/oyo-896-silverio-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=403&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=895258902_360069269_2_0_0&highlighted_blocks=895258902_360069269_2_0_0&matching_block_id=895258902_360069269_2_0_0&sr_pri_blocks=895258902_360069269_2_0_0__137042&tpi_r=2&from=searchresults#hotelTmpl,OYO 896 Silverio Suites
https://www.booking.com/hotel/ph/lorenzzo-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=404&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=41664208_111296413_0_0_0&highlighted_blocks=41664208_111296413_0_0_0&matching_block_id=41664208_111296413_0_0_0&sr_pri_blocks=41664208_111296413_0_0_0__160000&tpi_r=2&from=searchresults#hotelTmpl,Lorenzzo Suites Makati
https://www.booking.com/hotel/ph/benson-apartelle-san-juan.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=407&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=861916602_354113451_2_0_0&highlighted_blocks=861916602_354113451_2_0_0&matching_block_id=861916602_354113451_2_0_0&sr_pri_blocks=861916602_354113451_2_0_0__177650&tpi_r=2&from=searchresults#hotelTmpl,Benson Hotel San Juan CIty
https://www.booking.com/hotel/ph/dormitels-the-fort.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=408&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=245154901_260442235_2_0_0&highlighted_blocks=245154901_260442235_2_0_0&matching_block_id=245154901_260442235_2_0_0&sr_pri_blocks=245154901_260442235_2_0_0__126225&tpi_r=2&from=searchresults#hotelTmpl,Dormitels.ph The Fort BGC
https://www.booking.com/hotel/ph/makati-1bedroom-gramercy-residences-makati.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=412&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=846509101_351696802_2_0_0&highlighted_blocks=846509101_351696802_2_0_0&matching_block_id=846509101_351696802_2_0_0&sr_pri_blocks=846509101_351696802_2_0_0__399713&tpi_r=2&from=searchresults#hotelTmpl,Makati 1bedroom Gramercy Residences
https://www.booking.com/hotel/ph/oceanic-feels-1-bedroom-deluxe-condotel.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=415&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=916758001_363192167_2_0_0&highlighted_blocks=916758001_363192167_2_0_0&matching_block_id=916758001_363192167_2_0_0&sr_pri_blocks=916758001_363192167_2_0_0__319770&tpi_r=2&from=searchresults#hotelTmpl,Oceanic-feels 1 Bedroom with Balcony Deluxe Condotel
https://www.booking.com/hotel/ph/maxx-ortigas.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=420&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2622&tpi_r=1&from=searchresults#hotelTmpl,MAXX Hotel Ortigas
https://www.booking.com/hotel/ph/my-inn-guadalupe.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=422&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=900072801_360694229_2_42_0&highlighted_blocks=900072801_360694229_2_42_0&matching_block_id=900072801_360694229_2_42_0&sr_pri_blocks=900072801_360694229_2_42_0__124121&tpi_r=2&from=searchresults#hotelTmpl,My Inn Edsa Guadalupe
https://www.booking.com/hotel/ph/infinity-makati.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=424&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119925&all_sr_blocks=483408401_364326217_2_32_0&highlighted_blocks=483408401_364326217_2_32_0&matching_block_id=483408401_364326217_2_32_0&sr_pri_blocks=483408401_364326217_2_32_0__125000&tpi_r=2&from=searchresults#hotelTmpl,WHITE BANANA Manila - NEW
https://www.booking.com/hotel/ph/midas-hotel-and-casino.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=63717502_357003256_2_41_0&highlighted_blocks=63717502_357003256_2_41_0&matching_block_id=63717502_357003256_2_41_0&sr_pri_blocks=63717502_357003256_2_41_0__438520&tpi_r=2&from=searchresults#hotelTmpl,Midas Hotel and Casino - Multiple Use Hotel
https://www.booking.com/hotel/ph/sofitel-philippine-plaza-manila.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=23729002_95454672_2_42_0&highlighted_blocks=23729002_95454672_2_42_0&matching_block_id=23729002_95454672_2_42_0&sr_pri_blocks=23729002_95454672_2_42_0__720000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Sofitel Philippine Plaza Manila
https://www.booking.com/hotel/ph/marco-polo-ortigas-manila.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=78158607_0_2_1_0&highlighted_blocks=78158607_0_2_1_0&matching_block_id=78158607_0_2_1_0&sr_pri_blocks=78158607_0_2_1_0__10569&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Marco Polo Ortigas Manila
https://www.booking.com/hotel/ph/fairmont-makati.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=44757409_275836446_2_41_0&highlighted_blocks=44757409_275836446_2_41_0&matching_block_id=44757409_275836446_2_41_0&sr_pri_blocks=44757409_275836446_2_41_0__1080000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Fairmont Makati
https://www.booking.com/hotel/ph/hop-inn-aseana-city-manila.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=311957101_113222285_0_0_0&highlighted_blocks=311957101_113222285_0_0_0&matching_block_id=311957101_113222285_0_0_0&sr_pri_blocks=311957101_113222285_0_0_0__195415&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hop Inn Hotel Aseana City Manila
https://www.booking.com/hotel/ph/solaire-resort-amp-casino.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__17725&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Solaire Resort & Casino - Staycation Approved
https://www.booking.com/hotel/ph/alicia-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=258460202_346394998_2_41_0&highlighted_blocks=258460202_346394998_2_41_0&matching_block_id=258460202_346394998_2_41_0&sr_pri_blocks=258460202_346394998_2_41_0__175500&tpi_r=2&from=searchresults#hotelTmpl,Alicia Apartment
