,links,hotel_name,location,distance,count
9,https://www.booking.com/hotel/ph/roxas-blvd-stunning-studio-condo-near-us-embassy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=235&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=901361901_360948038_2_0_0&highlighted_blocks=901361901_360948038_2_0_0&matching_block_id=901361901_360948038_2_0_0&sr_pri_blocks=901361901_360948038_2_0_0__193200&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Roxas Blvd Stunning Studio Condo Near US Embassy,"Manila Bay, Manila",2.3 km from centre,9
10,https://www.booking.com/hotel/ph/1-br-condo-edsa-makati.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=236&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=354675101_351014675_2_0_0&highlighted_blocks=354675101_351014675_2_0_0&matching_block_id=354675101_351014675_2_0_0&sr_pri_blocks=354675101_351014675_2_0_0__165600&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1 br. Condo -EDSA Makati,"Makati, Manila",7.1 km from centre,9
11,https://www.booking.com/hotel/ph/one-palm-tree-villas-pasay6.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=237&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=919117601_363521522_2_0_0&highlighted_blocks=919117601_363521522_2_0_0&matching_block_id=919117601_363521522_2_0_0&sr_pri_blocks=919117601_363521522_2_0_0__142695&tpi_r=2&from=searchresults#hotelTmpl,One Palm Tree Villas 3 min walk to NAIA Terminal 3,"Pasay, Manila",9 km from centre,9
12,https://www.booking.com/hotel/ph/manila-grand-opera.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=238&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=26801108_356413100_2_1_0&highlighted_blocks=26801108_356413100_2_1_0&matching_block_id=26801108_356413100_2_1_0&sr_pri_blocks=26801108_356413100_2_1_0__203606&tpi_r=2&from=searchresults#hotelTmpl,Manila Grand Opera Hotel,"Santa Cruz, Manila",1 km from centre,9
13,https://www.booking.com/hotel/ph/vinia-residence-quezon-city2.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=239&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=924249501_364200093_2_0_0&highlighted_blocks=924249501_364200093_2_0_0&matching_block_id=924249501_364200093_2_0_0&sr_pri_blocks=924249501_364200093_2_0_0__140760&tpi_r=2&from=searchresults#hotelTmpl,Vinia Residence,"Quezon City, Manila",8 km from centre,9
14,https://www.booking.com/hotel/ph/tess-and-tessha-condotel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=240&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=292767904_311023390_2_0_0&highlighted_blocks=292767904_311023390_2_0_0&matching_block_id=292767904_311023390_2_0_0&sr_pri_blocks=292767904_311023390_2_0_0__183908&tpi_r=2&from=searchresults#hotelTmpl,Tess and Tesha Condotel,"Pasay, Manila",8.7 km from centre,9
15,https://www.booking.com/hotel/ph/zen-rooms-selah-lofts-pasay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=241&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=479259606_0_2_0_0&highlighted_blocks=479259606_0_2_0_0&matching_block_id=479259606_0_2_0_0&sr_pri_blocks=479259606_0_2_0_0__1736&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Selah Lofts Hotel,"Pasay, Manila",4.9 km from centre,9
16,https://www.booking.com/hotel/ph/the-malayan-plaza.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=242&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=24413401_265556633_0_0_0&highlighted_blocks=24413401_265556633_0_0_0&matching_block_id=24413401_265556633_0_0_0&sr_pri_blocks=24413401_265556633_0_0_0__209760&tpi_r=2&from=searchresults#hotelTmpl,The Malayan Plaza Hotel,"Pasig, Manila",8.3 km from centre,9
17,https://www.booking.com/hotel/ph/alley-8-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=243&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=57141006_362993317_2_0_0&highlighted_blocks=57141006_362993317_2_0_0&matching_block_id=57141006_362993317_2_0_0&sr_pri_blocks=57141006_362993317_2_0_0__216000&tpi_r=2&from=searchresults#hotelTmpl,Alley 8 Makati,"Makati, Manila",6.2 km from centre,9
18,https://www.booking.com/hotel/ph/sequoia-manila-bay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=244&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=619640001_0_2_0_0&highlighted_blocks=619640001_0_2_0_0&matching_block_id=619640001_0_2_0_0&sr_pri_blocks=619640001_0_2_0_0__4968&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Sequoia Hotel Manila Bay,"Paranaque, Manila",7.9 km from centre,9
19,https://www.booking.com/hotel/ph/lime-resort-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=245&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__4140&tpi_r=1&from=searchresults#hotelTmpl,Lime Resort Manila,"Pasay, Manila",5.2 km from centre,9
20,https://www.booking.com/hotel/ph/the-studio-87-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=246&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=267503701_105801894_0_0_0&highlighted_blocks=267503701_105801894_0_0_0&matching_block_id=267503701_105801894_0_0_0&sr_pri_blocks=267503701_105801894_0_0_0__153000&tpi_r=2&from=searchresults#hotelTmpl,The Studio 87 Residences,"Quezon City, Manila",10.4 km from centre,9
21,https://www.booking.com/hotel/ph/dona-aurora-condotel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=247&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=804327803_357534885_2_0_0&highlighted_blocks=804327803_357534885_2_0_0&matching_block_id=804327803_357534885_2_0_0&sr_pri_blocks=804327803_357534885_2_0_0__150017&tpi_r=2&from=searchresults#hotelTmpl,OYO 848 Dona Aurora Condotel,"Quezon City, Manila",3.5 km from centre,9
22,https://www.booking.com/hotel/ph/palm-tree-two-villas-pasay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=248&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=830052902_347719973_0_0_0&highlighted_blocks=830052902_347719973_0_0_0&matching_block_id=830052902_347719973_0_0_0&sr_pri_blocks=830052902_347719973_0_0_0__165517&tpi_r=2&from=searchresults#hotelTmpl,Palm Tree Two Villas,"Pasay, Manila",9 km from centre,9
23,https://www.booking.com/hotel/ph/eurotel-pedro-gil.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=249&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=24584105_0_2_0_0&highlighted_blocks=24584105_0_2_0_0&matching_block_id=24584105_0_2_0_0&sr_pri_blocks=24584105_0_2_0_0__2211&tpi_r=1&from=searchresults#hotelTmpl,Eurotel Pedro Gil,"Malate, Manila",2.5 km from centre,9
24,https://www.booking.com/hotel/ph/bsa-twin-towers.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=250&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=38614402_0_2_0_0&highlighted_blocks=38614402_0_2_0_0&matching_block_id=38614402_0_2_0_0&sr_pri_blocks=38614402_0_2_0_0__3575&tpi_r=1&from=searchresults#hotelTmpl,BSA Twin Towers,"Ortigas Center, Manila",8.1 km from centre,9
25,https://www.booking.com/hotel/ph/88-courtyard.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=251&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2961&tpi_r=1&from=searchresults#hotelTmpl,88 Courtyard Hotel,"Pasay, Manila",6.8 km from centre,9
26,https://www.booking.com/hotel/ph/san-agustin-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=252&sr_order=popularity&srpvid=00615672c25b0253&srepoch=1668773862&all_sr_blocks=485756701_172618304_2_0_0&highlighted_blocks=485756701_172618304_2_0_0&matching_block_id=485756701_172618304_2_0_0&sr_pri_blocks=485756701_172618304_2_0_0__109020&tpi_r=2&from=searchresults#hotelTmpl,San Agustin Residences,"Makati, Manila",6.1 km from centre,9
0,https://www.booking.com/hotel/ph/dkd-condotel-by-juliana.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=251&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=923775101_364146475_2_0_0&highlighted_blocks=923775101_364146475_2_0_0&matching_block_id=923775101_364146475_2_0_0&sr_pri_blocks=923775101_364146475_2_0_0__198000&tpi_r=2&from=searchresults#hotelTmpl,DKD Condotel by Juliana,"Pasay, Manila",6.8 km from centre,10
1,https://www.booking.com/hotel/ph/the-peninsula-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=252&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=36309304_0_2_0_0&highlighted_blocks=36309304_0_2_0_0&matching_block_id=36309304_0_2_0_0&sr_pri_blocks=36309304_0_2_0_0__15549&tpi_r=1&from=searchresults#hotelTmpl,The Peninsula Manila,"Makati, Manila",6.5 km from centre,10
2,https://www.booking.com/hotel/ph/love-this-place.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=253&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=171514601_335454679_2_0_0&highlighted_blocks=171514601_335454679_2_0_0&matching_block_id=171514601_335454679_2_0_0&sr_pri_blocks=171514601_335454679_2_0_0__220000&tpi_r=2&from=searchresults#hotelTmpl,Love This Place,"Pasay, Manila",9 km from centre,10
3,https://www.booking.com/hotel/ph/cozy-studio-in-front-of-naia3.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=254&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=914771801_362889113_2_0_0&highlighted_blocks=914771801_362889113_2_0_0&matching_block_id=914771801_362889113_2_0_0&sr_pri_blocks=914771801_362889113_2_0_0__213750&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Telly's Studio Across NAIA3,"Pasay, Manila",9 km from centre,10
4,https://www.booking.com/hotel/ph/alabang-affordable-condominium.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=255&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=841923201_350959766_2_0_0&highlighted_blocks=841923201_350959766_2_0_0&matching_block_id=841923201_350959766_2_0_0&sr_pri_blocks=841923201_350959766_2_0_0__97760&tpi_r=2&from=searchresults#hotelTmpl,Alabang Affordable Condominium,"Muntinlupa City, Manila",18.3 km from centre,10
5,https://www.booking.com/hotel/ph/the-at-greensun.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=256&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=120254702_0_2_0_0&highlighted_blocks=120254702_0_2_0_0&matching_block_id=120254702_0_2_0_0&sr_pri_blocks=120254702_0_2_0_0__3281&tpi_r=1&from=searchresults#hotelTmpl,Green Sun Hotel,"Makati, Manila",7.8 km from centre,10
6,https://www.booking.com/hotel/ph/the-gramercy-residences-makati3.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=257&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=905220112_361635419_0_0_0&highlighted_blocks=905220112_361635419_0_0_0&matching_block_id=905220112_361635419_0_0_0&sr_pri_blocks=905220112_361635419_0_0_0__270000&tpi_r=2&from=searchresults#hotelTmpl,the Gramercy Residences,"Makati, Manila",5.9 km from centre,10
7,https://www.booking.com/hotel/ph/ezstaycation-sea-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=258&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=819257701_360365120_2_0_0&highlighted_blocks=819257701_360365120_2_0_0&matching_block_id=819257701_360365120_2_0_0&sr_pri_blocks=819257701_360365120_2_0_0__195500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,EZ Stay Sea Residences,"Pasay, Manila",6.9 km from centre,10
8,https://www.booking.com/hotel/ph/baymont-suites-amp-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=259&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=176868907_0_2_0_0&highlighted_blocks=176868907_0_2_0_0&matching_block_id=176868907_0_2_0_0&sr_pri_blocks=176868907_0_2_0_0__2704&tpi_r=1&from=searchresults#hotelTmpl,Baymont Suites & Residences,"Paranaque, Manila",7.8 km from centre,10
9,https://www.booking.com/hotel/ph/st-giles-makati-metro-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=260&sr_order=popularity&srpvid=94f6568344ba031a&srepoch=1668773897&all_sr_blocks=25574514_0_2_0_0&highlighted_blocks=25574514_0_2_0_0&matching_block_id=25574514_0_2_0_0&sr_pri_blocks=25574514_0_2_0_0__2962&tpi_r=1&from=searchresults#hotelTmpl,St Giles Makati - Multiple Use Hotel,"Makati, Manila",6.1 km from centre,10
