,links,hotel_name,location,distance,count
20,https://www.booking.com/hotel/ph/neues-apartment-mit-pool-nutzung.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=596&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=878715201_360942548_2_0_0&highlighted_blocks=878715201_360942548_2_0_0&matching_block_id=878715201_360942548_2_0_0&sr_pri_blocks=878715201_360942548_2_0_0__170000&tpi_r=2&from=searchresults#hotelTmpl,Neues Apartment mit Pool-Nutzung,"Pasay, Manila",4.7 km from centre,23
21,https://www.booking.com/hotel/ph/anex-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=597&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=691307804_0_2_0_0&highlighted_blocks=691307804_0_2_0_0&matching_block_id=691307804_0_2_0_0&sr_pri_blocks=691307804_0_2_0_0__3399&tpi_r=1&from=searchresults#hotelTmpl,Anex Hotel near US Embassy,"Manila Bay, Manila",2 km from centre,23
22,https://www.booking.com/hotel/ph/sea-residences-f.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=598&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=765166401_333962405_3_0_0&highlighted_blocks=765166401_333962405_3_0_0&matching_block_id=765166401_333962405_3_0_0&sr_pri_blocks=765166401_333962405_3_0_0__180000&tpi_r=2&from=searchresults#hotelTmpl,SEA RESIDENCES F,"Pasay, Manila",6.9 km from centre,23
23,https://www.booking.com/hotel/ph/azure-urban-residence-resort-1br-near-sm-mall-airport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=599&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=899866803_360673109_0_0_0&highlighted_blocks=899866803_360673109_0_0_0&matching_block_id=899866803_360673109_0_0_0&sr_pri_blocks=899866803_360673109_0_0_0__194319&tpi_r=2&from=searchresults#hotelTmpl,Azure Resort A1 wavepool balcony wifi near Mall airport,"Pasay, Manila",9.6 km from centre,23
24,https://www.booking.com/hotel/ph/my-inn-cubao-quezon-city.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=600&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=846125901_351630062_2_42_0&highlighted_blocks=846125901_351630062_2_42_0&matching_block_id=846125901_351630062_2_42_0&sr_pri_blocks=846125901_351630062_2_42_0__130500&tpi_r=2&from=searchresults#hotelTmpl,My Inn Cubao,"Quezon City, Manila",8 km from centre,23
25,https://www.booking.com/hotel/ph/forbeswood-parklane-burgos-circle-st-luke-39-s-bgc-taguig-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=601&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=427651004_179480349_2_0_0&highlighted_blocks=427651004_179480349_2_0_0&matching_block_id=427651004_179480349_2_0_0&sr_pri_blocks=427651004_179480349_2_0_0__331800&tpi_r=2&from=searchresults#hotelTmpl,Forbes Area BGC Taguig Manila,"Taguig, Manila",8.6 km from centre,23
26,https://www.booking.com/hotel/ph/one-palm-tree-villas.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=602&sr_order=popularity&srpvid=b0f25787b60101cc&srepoch=1668774416&all_sr_blocks=185231325_351069837_0_0_0&highlighted_blocks=185231325_351069837_0_0_0&matching_block_id=185231325_351069837_0_0_0&sr_pri_blocks=185231325_351069837_0_0_0__249900&tpi_r=2&from=searchresults#hotelTmpl,Palm Tree Villas by Ann,"Pasay, Manila",9 km from centre,23
0,https://www.booking.com/hotel/ph/shore-residence-tower-b.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=601&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=923301901_364068835_2_0_0&highlighted_blocks=923301901_364068835_2_0_0&matching_block_id=923301901_364068835_2_0_0&sr_pri_blocks=923301901_364068835_2_0_0__230000&tpi_r=2&from=searchresults#hotelTmpl,Shore residence tower B,"Pasay, Manila",6.2 km from centre,24
1,https://www.booking.com/hotel/ph/the-grass-residences-quezon-city123456789101112131415161718.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=602&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=739157901_328540395_2_0_0&highlighted_blocks=739157901_328540395_2_0_0&matching_block_id=739157901_328540395_2_0_0&sr_pri_blocks=739157901_328540395_2_0_0__122691&tpi_r=2&from=searchresults#hotelTmpl,The Grass Residences,"Quezon City, Manila",8.5 km from centre,24
2,https://www.booking.com/hotel/ph/sea-residences-condotel-pasay2.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=603&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=905361701_361605031_2_0_0&highlighted_blocks=905361701_361605031_2_0_0&matching_block_id=905361701_361605031_2_0_0&sr_pri_blocks=905361701_361605031_2_0_0__214583&tpi_r=2&from=searchresults#hotelTmpl,Sea Residences Condotel,"Pasay, Manila",7 km from centre,24
3,https://www.booking.com/hotel/ph/azure-urban-resort-residences-the-paris-hilton-beach-club-paranaque1234.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=604&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=844639501_351397534_2_0_0&highlighted_blocks=844639501_351397534_2_0_0&matching_block_id=844639501_351397534_2_0_0&sr_pri_blocks=844639501_351397534_2_0_0__297000&tpi_r=2&from=searchresults#hotelTmpl,Azure Urban Resort Residences - The Paris Hilton Beach Club,"Paranaque, Manila",14.5 km from centre,24
4,https://www.booking.com/hotel/ph/the-studio-87-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=605&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=267503701_105801894_0_0_0&highlighted_blocks=267503701_105801894_0_0_0&matching_block_id=267503701_105801894_0_0_0&sr_pri_blocks=267503701_105801894_0_0_0__153000&tpi_r=2&from=searchresults#hotelTmpl,The Studio 87 Residences,"Quezon City, Manila",10.4 km from centre,24
5,https://www.booking.com/hotel/ph/my-inn-cubao-quezon-city.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=606&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=846125901_351630062_2_42_0&highlighted_blocks=846125901_351630062_2_42_0&matching_block_id=846125901_351630062_2_42_0&sr_pri_blocks=846125901_351630062_2_42_0__122018&tpi_r=2&from=searchresults#hotelTmpl,My Inn Cubao,"Quezon City, Manila",8 km from centre,24
6,https://www.booking.com/hotel/ph/8hostel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=607&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__1453&tpi_r=1&from=searchresults#hotelTmpl,8Hostel,Manila,350 m from centre,24
7,https://www.booking.com/hotel/ph/transit-home-for-you.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=608&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=454891608_279365109_2_42_0&highlighted_blocks=454891608_279365109_2_42_0&matching_block_id=454891608_279365109_2_42_0&sr_pri_blocks=454891608_279365109_2_42_0__108000&tpi_r=2&from=searchresults#hotelTmpl,Transit Home for You,"Paranaque, Manila",12.1 km from centre,24
8,https://www.booking.com/hotel/ph/reddoorz-plus-danlig-street-makati.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=609&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=519764201_0_2_0_0&highlighted_blocks=519764201_0_2_0_0&matching_block_id=519764201_0_2_0_0&sr_pri_blocks=519764201_0_2_0_0__1567&tpi_r=1&from=searchresults#hotelTmpl,RedDoorz Plus @ Danlig Street Makati,"Makati, Manila",7.4 km from centre,24
9,https://www.booking.com/hotel/ph/acqua-private-residences-novotel-tower.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=610&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=909252601_362111089_2_0_0&highlighted_blocks=909252601_362111089_2_0_0&matching_block_id=909252601_362111089_2_0_0&sr_pri_blocks=909252601_362111089_2_0_0__265073&tpi_r=2&from=searchresults#hotelTmpl,Acqua Private Residences Novotel Tower,Manila,6.4 km from centre,24
10,https://www.booking.com/hotel/ph/san-agustin-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=611&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=485756701_172618304_2_0_0&highlighted_blocks=485756701_172618304_2_0_0&matching_block_id=485756701_172618304_2_0_0&sr_pri_blocks=485756701_172618304_2_0_0__110798&tpi_r=2&from=searchresults#hotelTmpl,San Agustin Residences,"Makati, Manila",6.1 km from centre,24
11,https://www.booking.com/hotel/ph/tiffany-room.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=612&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=213860001_127391335_3_0_0&highlighted_blocks=213860001_127391335_3_0_0&matching_block_id=213860001_127391335_3_0_0&sr_pri_blocks=213860001_127391335_3_0_0__350000&tpi_r=2&from=searchresults#hotelTmpl,Tiffany Room At Shell Residences,"Pasay, Manila",6.6 km from centre,24
12,https://www.booking.com/hotel/ph/penthouse-flr-manila-bay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=613&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=370376701_169932717_2_0_0&highlighted_blocks=370376701_169932717_2_0_0&matching_block_id=370376701_169932717_2_0_0&sr_pri_blocks=370376701_169932717_2_0_0__308550&tpi_r=2&from=searchresults#hotelTmpl,Penthouse Floor Overlooking Manila Bay,"Pasay, Manila",4.6 km from centre,24
13,https://www.booking.com/hotel/ph/shanilyn-place-urban-deca-mandaluyong.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=614&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=388023801_182245330_2_0_0&highlighted_blocks=388023801_182245330_2_0_0&matching_block_id=388023801_182245330_2_0_0&sr_pri_blocks=388023801_182245330_2_0_0__133000&tpi_r=2&from=searchresults#hotelTmpl,Shanilyn Residency Urban Deca Towers EDSA mandaluyong UNLIMITED INTERNET AND NETFLIX,Manila,7.5 km from centre,24
14,https://www.booking.com/hotel/ph/jana-shorec2.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=615&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=905405001_363113349_2_0_0&highlighted_blocks=905405001_363113349_2_0_0&matching_block_id=905405001_363113349_2_0_0&sr_pri_blocks=905405001_363113349_2_0_0__212500&tpi_r=2&from=searchresults#hotelTmpl,Jana@ShoreC2,"Pasay, Manila",6.2 km from centre,24
15,https://www.booking.com/hotel/ph/sea-residences-f.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=616&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=765166401_333962405_3_0_0&highlighted_blocks=765166401_333962405_3_0_0&matching_block_id=765166401_333962405_3_0_0&sr_pri_blocks=765166401_333962405_3_0_0__168300&tpi_r=2&from=searchresults#hotelTmpl,SEA RESIDENCES F,"Pasay, Manila",6.9 km from centre,24
16,https://www.booking.com/hotel/ph/studio-apartment-near-manila-airport-t3-with-wifi.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=617&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=916663901_363178322_2_0_0&highlighted_blocks=916663901_363178322_2_0_0&matching_block_id=916663901_363178322_2_0_0&sr_pri_blocks=916663901_363178322_2_0_0__231833&tpi_r=2&from=searchresults#hotelTmpl,Studio Apartment near Manila Airport T3 with WIFI,"Pasay, Manila",9 km from centre,24
17,https://www.booking.com/hotel/ph/1-bedroom-condo-with-amazing-pool-view-and-balcony.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=618&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=908708101_362064221_2_0_0&highlighted_blocks=908708101_362064221_2_0_0&matching_block_id=908708101_362064221_2_0_0&sr_pri_blocks=908708101_362064221_2_0_0__180000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1 bedroom condo with amazing pool view and balcony,"Paranaque, Manila",15.3 km from centre,24
18,https://www.booking.com/hotel/ph/al-fayed-property.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=619&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=166211403_89480434_0_0_0&highlighted_blocks=166211403_89480434_0_0_0&matching_block_id=166211403_89480434_0_0_0&sr_pri_blocks=166211403_89480434_0_0_0__215845&tpi_r=2&from=searchresults#hotelTmpl,Al-Fayed Property,"Taguig, Manila",11 km from centre,24
19,https://www.booking.com/hotel/ph/forbeswood-parklane-burgos-circle-st-luke-39-s-bgc-taguig-manila.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=620&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=427651004_179480349_2_0_0&highlighted_blocks=427651004_179480349_2_0_0&matching_block_id=427651004_179480349_2_0_0&sr_pri_blocks=427651004_179480349_2_0_0__310233&tpi_r=2&from=searchresults#hotelTmpl,Forbes Area BGC Taguig Manila,"Taguig, Manila",8.6 km from centre,24
20,https://www.booking.com/hotel/ph/azure-urban-residence-resort-1br-near-sm-mall-airport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALP2NGbBsACAdICJGRiYTg5ODViLTY0OWYtNDJmMC05MmQ2LTQzYTNhOTM0OGMzNtgCBeACAQ&sid=62995f74fed87079ecbbad21978f8cb9&aid=304142&ucfs=1&arphpl=1&checkin=2022-11-25&checkout=2022-11-26&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=621&sr_order=popularity&srpvid=694a5798468401e8&srepoch=1668774451&all_sr_blocks=899866803_360673109_0_0_0&highlighted_blocks=899866803_360673109_0_0_0&matching_block_id=899866803_360673109_0_0_0&sr_pri_blocks=899866803_360673109_0_0_0__181688&tpi_r=2&from=searchresults#hotelTmpl,Azure Resort A1 wavepool balcony wifi near Mall airport,"Pasay, Manila",9.6 km from centre,24
