hotel_name_,stars,location,review_rating,description,main_facilities,total_reviews,sub_ratings,sub_ratings_categories,sub_ratings_dict,hotel_surroundings,hotel_surroundings_distance,surroundings_dict,room_type,price_list,cheapest_price,facilities_groups,all_facilities,link
RedDoorz near East Avenue Medical Center,2,"90 Matatag Street, Quezon City, 1100 Manila, Philippines",6.0,"RedDoorz near East Avenue Medical Center features air-conditioned rooms with satellite flat-screen TV in the Quezon City district of Manila. The property is around 3.5 km from Smart Araneta Coliseum, 7.9 km from Shangri-La Plaza and 8 km from SM Megamall. The property provides a 24-hour front desk as well as free WiFi. At the hotel every room comes with bed linen and towels. A à la carte breakfast is available daily at RedDoorz near East Avenue Medical Center. Malacanang Palace is 10.1 km from the accommodation, while Power Plant Mall is 10.8 km away. The nearest airport is Ninoy Aquino International Airport, 19.3 km from RedDoorz near East Avenue Medical Center. ","['Non Smoking Rooms', 'Free WiFi Internet Access Included', 'Family Rooms', '24 hour Front Desk', 'breakfast', 'Non Smoking Rooms', 'Free WiFi Internet Access Included', 'Family Rooms', '24 hour Front Desk', 'breakfast']",88,"['6.9', '6.3', '6.5', '6.5', '7.0', '7.8', '6.3']","['Staff', 'Facilities', 'Cleanliness', 'Comfort', 'Value for money', 'Location', 'Free WiFi']","{'Staff': '6.9', 'Facilities': '6.3', 'Cleanliness': '6.5', 'Comfort': '6.5', 'Value for money': '7.0', 'Location': '7.8', 'Free WiFi': '6.3'}","['Quezon City Hall Park and Lagoon', ""Children's Park"", 'Quezon Monument Circle', 'Quezon Memorial Circle', 'The Oval', 'Friendship Grandstand', 'Hardin ng Rosas Bird Watching Site', 'Remedios C. Samala Park', 'Garden', 'Engineering Unity Path Park', 'Restaurant', 'Restaurant', 'Restaurant', 'Malacanang Palace', 'National Museum of the Philippines', 'GT International Tower', 'Intramuros', 'Ninoy Aquino Monument', 'Fort Santiago', 'Museo Pambata', 'Manila Zoological and Botanical Garden', 'Pinto Art Museum', 'Casa Santa Museum', 'Ocean/Sea', 'Train', 'Train', 'Subway', 'Subway', 'Ninoy Aquino International Airport', 'Clark International Airport', 'Subic Bay Airport']","['900 m', '900 m', '1.1 km', '1.3 km', '1.6 km', '1.6 km', '1.9 km', '2 km', '2.1 km', '2.2 km', '100 m', '100 m', '100 m', '8 km', '9 km', '10 km', '10 km', '10 km', '10 km', '10 km', '11 km', '14 km', '15 km', '12 km', '850 m', '1.2 km', '2.1 km', '2.5 km', '15 km', '81 km', '86 km']","{'Quezon City Hall Park and Lagoon': '900 m', ""Children's Park"": '900 m', 'Quezon Monument Circle': '1.1 km', 'Quezon Memorial Circle': '1.3 km', 'The Oval': '1.6 km', 'Friendship Grandstand': '1.6 km', 'Hardin ng Rosas Bird Watching Site': '1.9 km', 'Remedios C. Samala Park': '2 km', 'Garden': '2.1 km', 'Engineering Unity Path Park': '2.2 km', 'Restaurant': '100 m', 'Malacanang Palace': '8 km', 'National Museum of the Philippines': '9 km', 'GT International Tower': '10 km', 'Intramuros': '10 km', 'Ninoy Aquino Monument': '10 km', 'Fort Santiago': '10 km', 'Museo Pambata': '10 km', 'Manila Zoological and Botanical Garden': '11 km', 'Pinto Art Museum': '14 km', 'Casa Santa Museum': '15 km', 'Ocean/Sea': '12 km', 'Train': '1.2 km', 'Subway': '2.5 km', 'Ninoy Aquino International Airport': '15 km', 'Clark International Airport': '81 km', 'Subic Bay Airport': '86 km'}","['Deluxe Room', 'Economy Double Room', 'Economy Double Room', 'Economy Double Room', 'Economy Double Room', 'Triple Room', 'Triple Room', 'Triple Room', 'Family Room', 'Family Room', 'Family Room', 'Executive Suite', 'Executive Suite', 'Executive Suite', 'Single Room', 'Single Room', 'Single Room', 'Single Room']","[977.0, 1413.0, 1944.0, 1954.0, 2150.0, 1590.0, 2187.0, 2462.0, 2308.0, 2583.0, 1679.0, 1855.0, 2551.0, 2632.0, 1238.0, 1609.0, 1702.0, 1770.0]",977.0,"['Bathroom', 'Bedroom', 'Media & Technology', 'Parking', 'Services', 'Safety & security', 'General', 'Languages Spoken']","[['Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Toilet', 'Free toiletries', 'Shower'], ['Linens'], ['Flat-screen TV', 'Satellite channels'], ['24-hour front desk'], ['Fire extinguishers', 'Smoke alarms', 'Security alarm', 'Key access', '24-hour security'], ['Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Family rooms', 'Non-smoking rooms'], ['English', 'Filipino']]",https://www.booking.com/hotel/ph/reddoorz-near-east-avenue-medical-center.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=301&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119903&all_sr_blocks=591802305_0_2_0_0&highlighted_blocks=591802305_0_2_0_0&matching_block_id=591802305_0_2_0_0&sr_pri_blocks=591802305_0_2_0_0__1655&tpi_r=1&from=searchresults#hotelTmpl
Skylab Guesthouse,2,"213B, Aldrin Street, Moonwalk Village 1, Parañaque, Paranaque, 1700 Manila, Philippines",8.0,"You're eligible for a Genius discount at Skylab Guesthouse! To save at this property, all you have to do is  Located 3.1 mi from Resorts World Manila in Manila, Skylab213B has free WiFi access. The property has a common lounge area and a shared kitchen with kitchen ware. Every room has a shared bathroom. Guests can find restaurants, banks and shops in the surrounding area. Spa treatments can be arranged upon request at extra charges. The inn also offers car hire. City of Dreams Manila is 5.3 mi from Skylab213B, while SM Mall of Asia Arena is 5.6 mi away. The nearest airport is Manila International Airport, 2.6 mi from Skylab213B. ","['Non Smoking Rooms', 'Spa & Wellness Centre', 'Free Parking', 'Restaurant', 'Coffee/Tea maker', 'Non Smoking Rooms', 'Spa & Wellness Centre', 'Free Parking', 'Restaurant', 'Coffee/Tea maker']",79,"['8.8', '7.8', '8.3', '8.4', '8.4', '8.1', '7.5']","['Staff', 'Facilities', 'Cleanliness', 'Comfort', 'Value for money', 'Location', 'Free WiFi']","{'Staff': '8.8', 'Facilities': '7.8', 'Cleanliness': '8.3', 'Comfort': '8.4', 'Value for money': '8.4', 'Location': '8.1', 'Free WiFi': '7.5'}","['Barcelona Park', 'Guadalajara Park', 'Continental Park', 'Molave Park', 'Phase 3 Playground', 'Phase 3 Basketball court', 'Maligayang Pagdating Rotunda', 'Willow Park', 'Protacio Park', 'Newport Boulevard Roundabout', 'Restaurant', 'Restaurant', 'Restaurant', 'Cafe/Bar', 'Cafe/Bar', 'Cafe/Bar', 'Ninoy Aquino Monument', 'GT International Tower', 'Manila Zoological and Botanical Garden', 'Paco Park', 'Museo Pambata', 'National Museum of the Philippines', 'Malacanang Palace', 'Intramuros', 'Fort Santiago', 'Pinto Art Museum', 'Ocean/Sea', 'Manila Bay Beach', 'Train', 'Train', 'Subway', 'Subway', 'Ninoy Aquino International Airport', 'Subic Bay Airport', 'Clark International Airport']","['950 m', '1.3 km', '1.5 km', '1.6 km', '1.7 km', '1.7 km', '1.8 km', '2.2 km', '2.2 km', '2.6 km', '100 m', '100 m', '200 m', '900 m', '900 m', '900 m', '6 km', '7 km', '8 km', '9 km', '10 km', '10 km', '11 km', '11 km', '11 km', '18 km', '6 km', '8 km', '2.2 km', '2.4 km', '4.3 km', '11 km', '1.2 km', '87 km', '91 km']","{'Barcelona Park': '950 m', 'Guadalajara Park': '1.3 km', 'Continental Park': '1.5 km', 'Molave Park': '1.6 km', 'Phase 3 Playground': '1.7 km', 'Phase 3 Basketball court': '1.7 km', 'Maligayang Pagdating Rotunda': '1.8 km', 'Willow Park': '2.2 km', 'Protacio Park': '2.2 km', 'Newport Boulevard Roundabout': '2.6 km', 'Restaurant': '200 m', 'Cafe/Bar': '900 m', 'Ninoy Aquino Monument': '6 km', 'GT International Tower': '7 km', 'Manila Zoological and Botanical Garden': '8 km', 'Paco Park': '9 km', 'Museo Pambata': '10 km', 'National Museum of the Philippines': '10 km', 'Malacanang Palace': '11 km', 'Intramuros': '11 km', 'Fort Santiago': '11 km', 'Pinto Art Museum': '18 km', 'Ocean/Sea': '6 km', 'Manila Bay Beach': '8 km', 'Train': '2.4 km', 'Subway': '11 km', 'Ninoy Aquino International Airport': '1.2 km', 'Subic Bay Airport': '87 km', 'Clark International Airport': '91 km'}","['Double Room', 'Queen Room', 'Double Room with Shared Bathroom']","[1709.0, 1709.0, 1709.0]",1709.0,"['Bathroom', 'Bedroom', 'View', 'Outdoors', 'Kitchen', 'Room Amenities', 'Activities', 'Living Area', 'Media & Technology', 'Food & Drink', 'Parking', 'Front Desk Services', 'Entertainment & Family Services', 'Cleaning Services', 'Business Facilities', 'Safety & security', 'General', 'Accessibility', 'Spa', 'Languages Spoken']","[['Toilet paper', 'Towels', 'Additional bathroom', 'Bidet', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Bathtub or shower', 'Slippers', 'Shared toilet', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], ['Linens', 'Alarm clock'], ['City view', 'View'], ['Outdoor furniture', 'Outdoor dining area', 'Outdoor furniture', 'BBQ facilities', 'Patio', 'Terrace', 'Garden'], ['Shared kitchen', 'Dining table', 'Coffee machine', 'Cleaning products', 'Toaster', 'Stovetop', 'Oven', 'Dryer', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Washing machine', 'Microwave', 'Refrigerator', 'Kitchenette'], ['Socket near the bed'], ['Bingo', 'Casino', 'Golf course (within 2 miles)', 'Tennis court'], ['Dining area', 'Sitting area', 'Desk'], ['iPad'], ['Fruit', 'Wine/Champagne', 'Breakfast in the room', 'Restaurant', 'Tea/Coffee maker'], ['Street parking'], ['Baggage storage', '24-hour front desk'], ['Board games/Puzzles', 'Books, DVDs or music for children', 'Board games/puzzles', 'Child safety socket covers'], ['Daily housekeeping', 'Suit press', 'Ironing service', 'Dry cleaning', 'Laundry'], ['Fax/Photocopying', 'Business center'], ['Fire extinguishers', 'CCTV outside property', 'Key access', '24-hour security', 'Safe'], ['Grocery deliveries', 'Shared lounge/TV area', 'Designated smoking area', 'Air conditioning', 'Executive lounge access', 'Fan', 'Family rooms', 'Hair/Beauty salon', 'Ironing facilities', 'Suit press', 'Non-smoking rooms', 'Iron', 'Wake-up service/Alarm clock'], ['Upper floors accessible by stairs only'], ['Full-body massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Foot bath', 'Pedicure', 'Manicure', 'Beauty services', 'Massage', 'Spa'], ['English', 'Filipino']]",https://www.booking.com/hotel/ph/skylab213b.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=302&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119903&all_sr_blocks=230501002_179876537_2_0_0&highlighted_blocks=230501002_179876537_2_0_0&matching_block_id=230501002_179876537_2_0_0&sr_pri_blocks=230501002_179876537_2_0_0__159801&tpi_r=2&from=searchresults#hotelTmpl
The Excelsior Hotel Las Piñas,4,"1345 Alabang–Zapote Road, Las Pinas, 1750 Manila, Philippines",7.3,"Located in Manila, 12.2 km from Mall of Asia Arena, The Excelsior Hotel Las Piñas provides accommodations with a restaurant, free private parking, an outdoor swimming pool and a fitness center. Among the various facilities of this property are a bar, a shared lounge and a garden. The property has a 24-hour front desk, room service and currency exchange for guests. At the hotel every room is equipped with air conditioning, a seating area, a flat-screen TV with cable channels, a safety deposit box and a private bathroom with a bidet, bathrobes and slippers. Selected rooms have a kitchen with a fridge and a minibar. At The Excelsior Hotel Las Piñas rooms contain bed linen and towels. The accommodation offers a à la carte or Asian breakfast. You can play pool at The Excelsior Hotel Las Piñas, and car rental is available. SMX Convention Center is 12.6 km from the hotel, while SM Mall of Asia is 12.7 km away. The nearest airport is Ninoy Aquino International, 10 km from The Excelsior Hotel Las Piñas, and the property offers a paid airport shuttle service. ","['Swimming pool', 'Airport Shuttle', 'Non Smoking Rooms', 'Fitness Room', 'Spa & Wellness Centre', 'Room-service', 'Free Parking', 'Bar', 'breakfast', 'Swimming pool', 'Airport Shuttle', 'Non Smoking Rooms', 'Fitness Room', 'Spa & Wellness Centre', 'Room-service', 'Free Parking', 'Bar', 'breakfast']",6,"['7.9', '8.3', '7.9', '8.8', '7.9', '7.9', '7.9']","['Staff', 'Facilities', 'Cleanliness', 'Comfort', 'Value for money', 'Location', 'Staff']","{'Staff': '7.9', 'Facilities': '8.3', 'Cleanliness': '7.9', 'Comfort': '8.8', 'Value for money': '7.9', 'Location': '7.9'}","['Philamlife Village Park', 'Jasmin Circle open-court and park', 'Sta. Cecilia Park', 'Vergonville Park', 'BHRA', 'BFRV Clubhouse', 'San Ezekiel Moreno y Diaz Park', 'Dona Julita Basketball Court', 'Gazebo', 'Talaba Cockpit', 'Restaurant', 'Restaurant', 'Cafe/Bar', 'Ninoy Aquino Monument', 'Manila Zoological and Botanical Garden', 'GT International Tower', 'Museo Pambata', 'National Museum of the Philippines', 'Intramuros', 'Fort Santiago', 'Malacanang Palace', 'Ocean/Sea', 'Mountain', 'Train', 'Train', 'Subway', 'Subway', 'Ninoy Aquino International Airport', 'Subic Bay Airport', 'Clark International Airport']","['550 m', '1,000 m', '1 km', '1 km', '1.2 km', '1.4 km', '1.5 km', '1.8 km', '1.8 km', '2.5 km', '20 m', '40 m', '40 m', '13 km', '13 km', '13 km', '14 km', '15 km', '16 km', '16 km', '16 km', '11 km', '45 km', '2.4 km', '2.6 km', '10 km', '17 km', '8 km', '85 km', '93 km']","{'Philamlife Village Park': '550 m', 'Jasmin Circle open-court and park': '1,000 m', 'Sta. Cecilia Park': '1 km', 'Vergonville Park': '1 km', 'BHRA': '1.2 km', 'BFRV Clubhouse': '1.4 km', 'San Ezekiel Moreno y Diaz Park': '1.5 km', 'Dona Julita Basketball Court': '1.8 km', 'Gazebo': '1.8 km', 'Talaba Cockpit': '2.5 km', 'Restaurant': '40 m', 'Cafe/Bar': '40 m', 'Ninoy Aquino Monument': '13 km', 'Manila Zoological and Botanical Garden': '13 km', 'GT International Tower': '13 km', 'Museo Pambata': '14 km', 'National Museum of the Philippines': '15 km', 'Intramuros': '16 km', 'Fort Santiago': '16 km', 'Malacanang Palace': '16 km', 'Ocean/Sea': '11 km', 'Mountain': '45 km', 'Train': '2.6 km', 'Subway': '17 km', 'Ninoy Aquino International Airport': '8 km', 'Subic Bay Airport': '85 km', 'Clark International Airport': '93 km'}","['Deluxe Room', 'Deluxe Room', 'Executive Room', 'Executive Room', 'Executive Premier Room', 'Executive Premier Room', 'One Bedroom Suite ', 'One Bedroom Suite ']","[3010.0, 3571.0, 3724.0, 4357.0, 4499.0, 5077.0, 4788.0, 14212.0]",3010.0,"['Bathroom', 'Bedroom', 'View', 'Outdoors', 'Room Amenities', 'Activities', 'Living Area', 'Media & Technology', 'Food & Drink', 'Parking', 'Front Desk Services', 'Entertainment & Family Services', 'Cleaning Services', 'Business Facilities', 'Safety & security', 'General', 'Accessibility', 'Outdoor swimming pool', 'Spa', 'Languages Spoken']","[['Toilet paper', 'Towels', 'Bidet', 'Guest bathroom', 'Slippers', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Shower'], ['Linens', 'Wardrobe or closet'], ['View'], ['Outdoor furniture', 'Garden'], ['Socket near the bed', 'Clothes rack'], ['Water park', 'Pool table'], ['Sitting area', 'Desk'], ['Flat-screen TV', 'Cable channels', 'Telephone', 'TV'], ['Coffee house on site', 'Wine/Champagne', 'Breakfast in the room', 'Bar', 'Restaurant'], ['Secure parking', 'Valet parking', 'Parking garage', 'Accessible parking'], ['Invoice provided', 'Lockers', 'Private check-in/out', 'Concierge', 'Baggage storage', 'Currency exchange', 'Express check-in/out', '24-hour front desk'], ['Indoor play area'], ['Daily housekeeping'], ['Fax/Photocopying', 'Business center', 'Meeting/Banquet facilities'], ['Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Safe'], ['Shuttle service', 'Shared lounge/TV area', 'Designated smoking area', 'Air conditioning', 'Wake-up service', 'Tile/Marble floor', 'Car rental', 'Packed lunches', 'Carpeted', 'Family rooms', 'Airport shuttle', 'Airport shuttle', 'Airport shuttle', 'Non-smoking rooms', 'Room service'], ['Upper floors accessible by elevator'], ['Open all year', 'All ages welcome', 'Pool/Beach towels', 'Beach chairs/Loungers'], [""Kids' pool"", 'Locker rooms', 'Fitness', 'Massage chair', 'Full-body massage', 'Hand massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Spa/Wellness packages', 'Foot bath', 'Spa lounge/Relaxation area', 'Steam room', 'Spa facilities', 'Beach chairs/Loungers', 'Public Bath', 'Hot tub/Jacuzzi', 'Massage', 'Spa', 'Fitness center', 'Sauna'], ['English']]",https://www.booking.com/hotel/ph/the-excelsior.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=304&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119903&all_sr_blocks=696972701_287516871_2_2_0&highlighted_blocks=696972701_287516871_2_2_0&matching_block_id=696972701_287516871_2_2_0&sr_pri_blocks=696972701_287516871_2_2_0__296208&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rothman Hotel,3,"1633 M. Adriatico St., Malate, 1004 Manila, Philippines",7.8,"Rothman Hotel is located in the district of Malate within Manila, 651 m from Robinsons Place Manila and 1.2 mi from Cultural Center of the Philippines, featuring a coffee shop on site, a 24-hour front desk, and free WiFi in all public areas. Featuring warm lighting and artworks, rooms are cozy and are fitted with a cable TV, a safe and a working desk. The private bathrooms have either a bathtub or shower with hot and cold shower facility. Every morning at the property, guests can enjoy Continental, American or Filipino breakfast. Cafe Rothman serves Asian and local favorites as well as some after-dinner cocktails while in-room dining is also possible. The hotel provides luggage storage facilities at the 24-hour front desk for convenience. The staff are also ready to help guest plan their day in the city. Manila Baywalk area is about 300 m away while SM Mall of Asia is within 3.3 mi from Rothman Hotel. Manila International Airport is, 5.6 mi from the property. ","['Non Smoking Rooms', 'Room-service', 'Free Parking', 'Restaurant', 'Rooms/Facilities for Disabled', 'Bar', 'breakfast', 'Non Smoking Rooms', 'Room-service', 'Free Parking', 'Restaurant', 'Rooms/Facilities for Disabled', 'Bar', 'breakfast']",45,"['8.3', '7.6', '8.0', '7.8', '7.8', '8.7', '8.8']","['Staff', 'Facilities', 'Cleanliness', 'Comfort', 'Value for money', 'Location', 'Free WiFi']","{'Staff': '8.3', 'Facilities': '7.6', 'Cleanliness': '8.0', 'Comfort': '7.8', 'Value for money': '7.8', 'Location': '8.7', 'Free WiFi': '8.8'}","['Pedro Gil Park', 'Manila Baywalk', 'Remedios Circle', 'Rajah Sulayman Park', 'Plaza Nuestra Señora de Guia', 'Museo Pambata', ""MMDA Children's Road Safety Park"", 'Paco Park', 'Manila Zoological and Botanical Garden', 'Plaza Olivia Salamanca', 'Restaurant', 'Restaurant', 'Restaurant', 'Cafe/Bar', 'Cafe/Bar', 'Cafe/Bar', 'Rizal Park', 'National Museum of the Philippines', 'Intramuros', 'Malacanang Palace', 'Fort Santiago', 'GT International Tower', 'Ninoy Aquino Monument', 'Pinto Art Museum', 'Ocean/Sea', 'Manila Bay Beach', 'Train', 'Train', 'Subway', 'Subway', 'Ninoy Aquino International Airport', 'Subic Bay Airport', 'Clark International Airport']","['250 m', '450 m', '450 m', '500 m', '750 m', '950 m', '1,000 m', '1 km', '1 km', '1.1 km', '30 m', '100 m', '100 m', '100 m', '150 m', '200 m', '1.2 km', '1.5 km', '2.1 km', '2.6 km', '2.7 km', '3.9 km', '4.5 km', '19 km', '2.7 km', '300 m', '550 m', '900 m', '3.2 km', '3.4 km', '8 km', '81 km', '82 km']","{'Pedro Gil Park': '250 m', 'Manila Baywalk': '450 m', 'Remedios Circle': '450 m', 'Rajah Sulayman Park': '500 m', 'Plaza Nuestra Señora de Guia': '750 m', 'Museo Pambata': '950 m', ""MMDA Children's Road Safety Park"": '1,000 m', 'Paco Park': '1 km', 'Manila Zoological and Botanical Garden': '1 km', 'Plaza Olivia Salamanca': '1.1 km', 'Restaurant': '100 m', 'Cafe/Bar': '200 m', 'Rizal Park': '1.2 km', 'National Museum of the Philippines': '1.5 km', 'Intramuros': '2.1 km', 'Malacanang Palace': '2.6 km', 'Fort Santiago': '2.7 km', 'GT International Tower': '3.9 km', 'Ninoy Aquino Monument': '4.5 km', 'Pinto Art Museum': '19 km', 'Ocean/Sea': '2.7 km', 'Manila Bay Beach': '300 m', 'Train': '900 m', 'Subway': '3.4 km', 'Ninoy Aquino International Airport': '8 km', 'Subic Bay Airport': '81 km', 'Clark International Airport': '82 km'}","['Renovated King Room', 'Deluxe Double Room', 'Deluxe Double Room', 'Deluxe Twin Room', 'Deluxe Twin Room']","[2160.0, 2545.0, 3223.0, 2545.0, 3223.0]",2160.0,"['Bathroom', 'Kitchen', 'Living Area', 'Media & Technology', 'Food & Drink', 'Parking', 'Front Desk Services', 'Cleaning Services', 'Business Facilities', 'Safety & security', 'General', 'Spa', 'Languages Spoken']","[['Private Bathroom', 'Toilet', 'Free toiletries', 'Shower'], ['Refrigerator'], ['Desk'], ['Cable channels', 'Satellite channels', 'Radio', 'Telephone', 'TV'], ['Breakfast in the room', 'Bar', 'Restaurant'], ['Parking'], ['ATM on site', 'Baggage storage', 'Currency exchange', '24-hour front desk'], ['Daily housekeeping', 'Suit press', 'Ironing service', 'Dry cleaning', 'Laundry'], ['Fax/Photocopying', 'Meeting/Banquet facilities'], ['Safe'], ['Designated smoking area', 'Air conditioning', 'Car rental', 'Elevator', 'Hair/Beauty salon', 'Facilities for disabled guests', 'Non-smoking rooms', 'Room service'], ['Massage'], ['English', 'Filipino']]",https://www.booking.com/hotel/ph/rothman-manila.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=306&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119903&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__3661&tpi_r=1&from=searchresults#hotelTmpl
