,hotel_name_,all_facilities,unlist,in_top_facilities,air conditioning,non-smoking rooms,fire extinguishers,cctv in common areas,private bathroom,smoke alarms,toilet,tv,24-hour security,towels,free toiletries,24-hour front desk,shower,toilet paper,airport shuttle,elevator,linens,security alarm,flat-screen tv,daily housekeeping,cctv outside property,room service,designated smoking area,safe,desk,bidet,smoke-free property,baggage storage,cable channels,telephone,restaurant,key card access,electric kettle,meeting/banquet facilities,laundry,fax/photocopying,upper floors accessible by elevator,family rooms,wake-up service,concierge,hairdryer,slippers,key access,accessible parking,facilities for disabled guests,wardrobe or closet,clothes rack,socket near the bed,bar,ironing service,refrigerator,towels/sheets (extra fee),bathtub or shower,business center,massage,dry cleaning,fitness center,sitting area,car rental,express check-in/out,beach chairs/loungers,open all year,tile/marble floor,shuttle service,invoice provided,breakfast in the room,city view,satellite channels,fitness,secure parking,view,currency exchange,wheelchair accessible,all ages welcome,suit press,parking,coffee house on site,wine/champagne,tea/coffee maker,atm on site,spa,toilet with grab rails,pool/beach towels,parking garage,minibar,fruit,snack bar,bathtub,ironing facilities,adults only,wake-up service/alarm clock,valet parking,iron,convenience store on site,full-body massage,kids' meals,bathrobe,garden,spa facilities,outdoor furniture,carpeted,alarm clock,beach umbrellas,entire unit wheelchair accessible,private check-in/out,shared lounge/tv area,dining table,terrace,tour desk,packed lunches,guest bathroom,special diet meals (on request),spa/wellness packages,hair/beauty salon,hardwood or parquet floors,fan,pool with view,upper floors accessible by stairs only,pool bar,soundproof rooms,sauna,steam room,foot massage,dining area,sun deck,back massage,pool is on rooftop,soundproof,locker rooms,happy hour,street parking,coffee machine,evening entertainment,kids' pool,head massage,golf course (within 2 miles),sofa,live music/performance,interconnecting room(s) available,heating,hot tub/jacuzzi,spa lounge/relaxation area,kid-friendly buffet,neck massage,couples' massage,balcony,hand massage,lockers,kitchenette,beauty services,dryer,babysitting/child services,raised toilet,lowered sink,manicure,pedicure,microwave,hair treatments,nightclub/dj,indoor play area,cleaning products,laptop safe,private entrance,foot bath,casino,kitchenware,fenced pool,board games/puzzles,pay-per-view channels,bathroom emergency cord,makeup services,haircut,hair coloring,hairstyling,grocery deliveries,stovetop,personal trainer,bicycle rental,facial treatments,infinity pool,landmark view,drying rack for clothing,hypoallergenic,hypoallergenic room available,playground,ipod dock,shallow end,themed dinners,body treatments,body scrub,pool view,carbon monoxide detector,karaoke,streaming service (like netflix),radio,kids' club,heated pool,suitable for kids,temporary art galleries,ocean view,fitness classes,massage chair,kitchen,yoga classes,movie nights,outdoor play equipment for kids,entertainment staff,bike tours,waxing services,game room,body wrap,visual aids (braille),walk-in closet,dishwasher,pool table,saltwater pool,bowling,tour or class about local culture,tennis equipment,plunge pool,hot tub,walking tours,live sports events (broadcast),bar crawls,sofa bed,"books, dvds or music for children",tennis court,oven,patio,bbq facilities,dvd player,strollers,cooking class,waterslide,mini golf,picnic area,pet bowls,pool cover,hearing accessible,vending machine (drinks),light therapy,fold-up bed,garden view,private pool,extra long beds (> 6.5 ft),chapel/shrine,child safety socket covers,washing machine,toaster,shared kitchen,outdoor dining area,shared toilet,cycling,racquetball,aerobics,turkish/steam bath,swimming pool toys,archery,fireplace,pet basket,seasonal,vending machine (snacks),baby safety gates,video,high chair,visual aids (tactile signs),cantonese,public transit tickets,public bath,water park,executive lounge access,ipad,bingo,additional bathroom
0,RedDoorz near East Avenue Medical Center,"[['Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Toilet', 'Free toiletries', 'Shower'], ['Linens'], ['Flat-screen TV', 'Satellite channels'], ['24-hour front desk'], ['Fire extinguishers', 'Smoke alarms', 'Security alarm', 'Key access', '24-hour security'], ['Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Family rooms', 'Non-smoking rooms'], ['English', 'Filipino']]","['toilet paper', 'towels', 'towels/sheets (extra fee)', 'toilet', 'free toiletries', 'shower', 'linens', 'flat-screen tv', 'satellite channels', '24-hour front desk', 'fire extinguishers', 'smoke alarms', 'security alarm', 'key access', '24-hour security', 'designated smoking area', 'air conditioning', 'smoke-free property', 'family rooms', 'non-smoking rooms', 'english', 'filipino']","['toilet paper', 'towels', 'towels/sheets (extra fee)', 'toilet', 'free toiletries', 'shower', 'linens', 'flat-screen tv', 'satellite channels', '24-hour front desk', 'fire extinguishers', 'smoke alarms', 'security alarm', 'key access', '24-hour security', 'designated smoking area', 'air conditioning', 'smoke-free property', 'family rooms', 'non-smoking rooms']",1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Skylab Guesthouse,"[['Toilet paper', 'Towels', 'Additional bathroom', 'Bidet', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Bathtub or shower', 'Slippers', 'Shared toilet', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], ['Linens', 'Alarm clock'], ['City view', 'View'], ['Outdoor furniture', 'Outdoor dining area', 'Outdoor furniture', 'BBQ facilities', 'Patio', 'Terrace', 'Garden'], ['Shared kitchen', 'Dining table', 'Coffee machine', 'Cleaning products', 'Toaster', 'Stovetop', 'Oven', 'Dryer', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Washing machine', 'Microwave', 'Refrigerator', 'Kitchenette'], ['Socket near the bed'], ['Bingo', 'Casino', 'Golf course (within 2 miles)', 'Tennis court'], ['Dining area', 'Sitting area', 'Desk'], ['iPad'], ['Fruit', 'Wine/Champagne', 'Breakfast in the room', 'Restaurant', 'Tea/Coffee maker'], ['Street parking'], ['Baggage storage', '24-hour front desk'], ['Board games/Puzzles', 'Books, DVDs or music for children', 'Board games/puzzles', 'Child safety socket covers'], ['Daily housekeeping', 'Suit press', 'Ironing service', 'Dry cleaning', 'Laundry'], ['Fax/Photocopying', 'Business center'], ['Fire extinguishers', 'CCTV outside property', 'Key access', '24-hour security', 'Safe'], ['Grocery deliveries', 'Shared lounge/TV area', 'Designated smoking area', 'Air conditioning', 'Executive lounge access', 'Fan', 'Family rooms', 'Hair/Beauty salon', 'Ironing facilities', 'Suit press', 'Non-smoking rooms', 'Iron', 'Wake-up service/Alarm clock'], ['Upper floors accessible by stairs only'], ['Full-body massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Foot bath', 'Pedicure', 'Manicure', 'Beauty services', 'Massage', 'Spa'], ['English', 'Filipino']]","['toilet paper', 'towels', 'additional bathroom', 'bidet', 'towels/sheets (extra fee)', 'guest bathroom', 'bathtub or shower', 'slippers', 'shared toilet', 'toilet', 'free toiletries', 'hairdryer', 'shower', 'linens', 'alarm clock', 'city view', 'view', 'outdoor furniture', 'outdoor dining area', 'outdoor furniture', 'bbq facilities', 'patio', 'terrace', 'garden', 'shared kitchen', 'dining table', 'coffee machine', 'cleaning products', 'toaster', 'stovetop', 'oven', 'dryer', 'kitchenware', 'electric kettle', 'kitchen', 'washing machine', 'microwave', 'refrigerator', 'kitchenette', 'socket near the bed', 'bingo', 'casino', 'golf course (within 2 miles)', 'tennis court', 'dining area', 'sitting area', 'desk', 'ipad', 'fruit', 'wine/champagne', 'breakfast in the room', 'restaurant', 'tea/coffee maker', 'street parking', 'baggage storage', '24-hour front desk', 'board games/puzzles', 'books, dvds or music for children', 'board games/puzzles', 'child safety socket covers', 'daily housekeeping', 'suit press', 'ironing service', 'dry cleaning', 'laundry', 'fax/photocopying', 'business center', 'fire extinguishers', 'cctv outside property', 'key access', '24-hour security', 'safe', 'grocery deliveries', 'shared lounge/tv area', 'designated smoking area', 'air conditioning', 'executive lounge access', 'fan', 'family rooms', 'hair/beauty salon', 'ironing facilities', 'suit press', 'non-smoking rooms', 'iron', 'wake-up service/alarm clock', 'upper floors accessible by stairs only', 'full-body massage', 'head massage', ""couples' massage"", 'foot massage', 'neck massage', 'back massage', 'foot bath', 'pedicure', 'manicure', 'beauty services', 'massage', 'spa', 'english', 'filipino']","['toilet paper', 'towels', 'additional bathroom', 'bidet', 'towels/sheets (extra fee)', 'guest bathroom', 'bathtub or shower', 'slippers', 'shared toilet', 'toilet', 'free toiletries', 'hairdryer', 'shower', 'linens', 'alarm clock', 'city view', 'view', 'outdoor furniture', 'outdoor dining area', 'outdoor furniture', 'bbq facilities', 'patio', 'terrace', 'garden', 'shared kitchen', 'dining table', 'coffee machine', 'cleaning products', 'toaster', 'stovetop', 'oven', 'dryer', 'kitchenware', 'electric kettle', 'kitchen', 'washing machine', 'microwave', 'refrigerator', 'kitchenette', 'socket near the bed', 'bingo', 'casino', 'golf course (within 2 miles)', 'tennis court', 'dining area', 'sitting area', 'desk', 'ipad', 'fruit', 'wine/champagne', 'breakfast in the room', 'restaurant', 'tea/coffee maker', 'street parking', 'baggage storage', '24-hour front desk', 'board games/puzzles', 'books, dvds or music for children', 'board games/puzzles', 'child safety socket covers', 'daily housekeeping', 'suit press', 'ironing service', 'dry cleaning', 'laundry', 'fax/photocopying', 'business center', 'fire extinguishers', 'cctv outside property', 'key access', '24-hour security', 'safe', 'grocery deliveries', 'shared lounge/tv area', 'designated smoking area', 'air conditioning', 'executive lounge access', 'fan', 'family rooms', 'hair/beauty salon', 'ironing facilities', 'suit press', 'non-smoking rooms', 'iron', 'wake-up service/alarm clock', 'upper floors accessible by stairs only', 'full-body massage', 'head massage', ""couples' massage"", 'foot massage', 'neck massage', 'back massage', 'foot bath', 'pedicure', 'manicure', 'beauty services', 'massage', 'spa']",1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2,The Excelsior Hotel Las Piñas,"[['Toilet paper', 'Towels', 'Bidet', 'Guest bathroom', 'Slippers', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Shower'], ['Linens', 'Wardrobe or closet'], ['View'], ['Outdoor furniture', 'Garden'], ['Socket near the bed', 'Clothes rack'], ['Water park', 'Pool table'], ['Sitting area', 'Desk'], ['Flat-screen TV', 'Cable channels', 'Telephone', 'TV'], ['Coffee house on site', 'Wine/Champagne', 'Breakfast in the room', 'Bar', 'Restaurant'], ['Secure parking', 'Valet parking', 'Parking garage', 'Accessible parking'], ['Invoice provided', 'Lockers', 'Private check-in/out', 'Concierge', 'Baggage storage', 'Currency exchange', 'Express check-in/out', '24-hour front desk'], ['Indoor play area'], ['Daily housekeeping'], ['Fax/Photocopying', 'Business center', 'Meeting/Banquet facilities'], ['Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Safe'], ['Shuttle service', 'Shared lounge/TV area', 'Designated smoking area', 'Air conditioning', 'Wake-up service', 'Tile/Marble floor', 'Car rental', 'Packed lunches', 'Carpeted', 'Family rooms', 'Airport shuttle', 'Airport shuttle', 'Airport shuttle', 'Non-smoking rooms', 'Room service'], ['Upper floors accessible by elevator'], ['Open all year', 'All ages welcome', 'Pool/Beach towels', 'Beach chairs/Loungers'], [""Kids' pool"", 'Locker rooms', 'Fitness', 'Massage chair', 'Full-body massage', 'Hand massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Spa/Wellness packages', 'Foot bath', 'Spa lounge/Relaxation area', 'Steam room', 'Spa facilities', 'Beach chairs/Loungers', 'Public Bath', 'Hot tub/Jacuzzi', 'Massage', 'Spa', 'Fitness center', 'Sauna'], ['English']]","['toilet paper', 'towels', 'bidet', 'guest bathroom', 'slippers', 'private bathroom', 'toilet', 'free toiletries', 'bathrobe', 'hairdryer', 'shower', 'linens', 'wardrobe or closet', 'view', 'outdoor furniture', 'garden', 'socket near the bed', 'clothes rack', 'water park', 'pool table', 'sitting area', 'desk', 'flat-screen tv', 'cable channels', 'telephone', 'tv', 'coffee house on site', 'wine/champagne', 'breakfast in the room', 'bar', 'restaurant', 'secure parking', 'valet parking', 'parking garage', 'accessible parking', 'invoice provided', 'lockers', 'private check-in/out', 'concierge', 'baggage storage', 'currency exchange', 'express check-in/out', '24-hour front desk', 'indoor play area', 'daily housekeeping', 'fax/photocopying', 'business center', 'meeting/banquet facilities', 'fire extinguishers', 'cctv outside property', 'cctv in common areas', 'smoke alarms', 'security alarm', 'key card access', '24-hour security', 'safe', 'shuttle service', 'shared lounge/tv area', 'designated smoking area', 'air conditioning', 'wake-up service', 'tile/marble floor', 'car rental', 'packed lunches', 'carpeted', 'family rooms', 'airport shuttle', 'airport shuttle', 'airport shuttle', 'non-smoking rooms', 'room service', 'upper floors accessible by elevator', 'open all year', 'all ages welcome', 'pool/beach towels', 'beach chairs/loungers', ""kids' pool"", 'locker rooms', 'fitness', 'massage chair', 'full-body massage', 'hand massage', 'head massage', ""couples' massage"", 'foot massage', 'neck massage', 'back massage', 'spa/wellness packages', 'foot bath', 'spa lounge/relaxation area', 'steam room', 'spa facilities', 'beach chairs/loungers', 'public bath', 'hot tub/jacuzzi', 'massage', 'spa', 'fitness center', 'sauna', 'english']","['toilet paper', 'towels', 'bidet', 'guest bathroom', 'slippers', 'private bathroom', 'toilet', 'free toiletries', 'bathrobe', 'hairdryer', 'shower', 'linens', 'wardrobe or closet', 'view', 'outdoor furniture', 'garden', 'socket near the bed', 'clothes rack', 'water park', 'pool table', 'sitting area', 'desk', 'flat-screen tv', 'cable channels', 'telephone', 'tv', 'coffee house on site', 'wine/champagne', 'breakfast in the room', 'bar', 'restaurant', 'secure parking', 'valet parking', 'parking garage', 'accessible parking', 'invoice provided', 'lockers', 'private check-in/out', 'concierge', 'baggage storage', 'currency exchange', 'express check-in/out', '24-hour front desk', 'indoor play area', 'daily housekeeping', 'fax/photocopying', 'business center', 'meeting/banquet facilities', 'fire extinguishers', 'cctv outside property', 'cctv in common areas', 'smoke alarms', 'security alarm', 'key card access', '24-hour security', 'safe', 'shuttle service', 'shared lounge/tv area', 'designated smoking area', 'air conditioning', 'wake-up service', 'tile/marble floor', 'car rental', 'packed lunches', 'carpeted', 'family rooms', 'airport shuttle', 'airport shuttle', 'airport shuttle', 'non-smoking rooms', 'room service', 'upper floors accessible by elevator', 'open all year', 'all ages welcome', 'pool/beach towels', 'beach chairs/loungers', ""kids' pool"", 'locker rooms', 'fitness', 'massage chair', 'full-body massage', 'hand massage', 'head massage', ""couples' massage"", 'foot massage', 'neck massage', 'back massage', 'spa/wellness packages', 'foot bath', 'spa lounge/relaxation area', 'steam room', 'spa facilities', 'beach chairs/loungers', 'public bath', 'hot tub/jacuzzi', 'massage', 'spa', 'fitness center', 'sauna']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3,Rothman Hotel,"[['Private Bathroom', 'Toilet', 'Free toiletries', 'Shower'], ['Refrigerator'], ['Desk'], ['Cable channels', 'Satellite channels', 'Radio', 'Telephone', 'TV'], ['Breakfast in the room', 'Bar', 'Restaurant'], ['Parking'], ['ATM on site', 'Baggage storage', 'Currency exchange', '24-hour front desk'], ['Daily housekeeping', 'Suit press', 'Ironing service', 'Dry cleaning', 'Laundry'], ['Fax/Photocopying', 'Meeting/Banquet facilities'], ['Safe'], ['Designated smoking area', 'Air conditioning', 'Car rental', 'Elevator', 'Hair/Beauty salon', 'Facilities for disabled guests', 'Non-smoking rooms', 'Room service'], ['Massage'], ['English', 'Filipino']]","['private bathroom', 'toilet', 'free toiletries', 'shower', 'refrigerator', 'desk', 'cable channels', 'satellite channels', 'radio', 'telephone', 'tv', 'breakfast in the room', 'bar', 'restaurant', 'parking', 'atm on site', 'baggage storage', 'currency exchange', '24-hour front desk', 'daily housekeeping', 'suit press', 'ironing service', 'dry cleaning', 'laundry', 'fax/photocopying', 'meeting/banquet facilities', 'safe', 'designated smoking area', 'air conditioning', 'car rental', 'elevator', 'hair/beauty salon', 'facilities for disabled guests', 'non-smoking rooms', 'room service', 'massage', 'english', 'filipino']","['private bathroom', 'toilet', 'free toiletries', 'shower', 'refrigerator', 'desk', 'cable channels', 'satellite channels', 'radio', 'telephone', 'tv', 'breakfast in the room', 'bar', 'restaurant', 'parking', 'atm on site', 'baggage storage', 'currency exchange', '24-hour front desk', 'daily housekeeping', 'suit press', 'ironing service', 'dry cleaning', 'laundry', 'fax/photocopying', 'meeting/banquet facilities', 'safe', 'designated smoking area', 'air conditioning', 'car rental', 'elevator', 'hair/beauty salon', 'facilities for disabled guests', 'non-smoking rooms', 'room service', 'massage']",1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,OYO 772 Remedios Apartment,"[['TV'], ['Daily housekeeping', 'Concierge'], ['Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Key access'], ['Non-smoking rooms', 'Air conditioning'], ['English']]","['tv', 'daily housekeeping', 'concierge', 'fire extinguishers', 'cctv outside property', 'cctv in common areas', 'smoke alarms', 'key access', 'non-smoking rooms', 'air conditioning', 'english']","['tv', 'daily housekeeping', 'concierge', 'fire extinguishers', 'cctv outside property', 'cctv in common areas', 'smoke alarms', 'key access', 'non-smoking rooms', 'air conditioning']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,OYO 717 Ranchotel Bayanan,"[['TV'], ['Accessible parking'], ['Daily housekeeping', 'Express check-in/out', '24-hour front desk', 'Room service'], ['Fire extinguishers'], ['Smoke-free property', 'Non-smoking rooms', 'Air conditioning'], ['English', 'Filipino']]","['tv', 'accessible parking', 'daily housekeeping', 'express check-in/out', '24-hour front desk', 'room service', 'fire extinguishers', 'smoke-free property', 'non-smoking rooms', 'air conditioning', 'english', 'filipino']","['tv', 'accessible parking', 'daily housekeeping', 'express check-in/out', '24-hour front desk', 'room service', 'fire extinguishers', 'smoke-free property', 'non-smoking rooms', 'air conditioning']",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
