,hotel_name_,stars,location,location_score,review_rating,description,main_facilities,total_reviews,sub_ratings,sub_ratings_categories,sub_ratings_dict,hotel_surroundings,hotel_surroundings_distance,surroundings_dict,room_type,price_list,cheapeast_price,room_type_dict,facilities_groups,all_facilities,link
0,Sofitel Philippine Plaza Manila,5,"CCP Complex, Roxas Boulevard, Pasay, 1300 Manila, Philippines",8.6,8.1,"Located in Pasay City, Sofitel Philippine Plaza Manila offers rooms with private balconies and views of Manila Bay. It features an outdoor pool, a spa, various restaurants and bars. Air-conditioned rooms are equipped with a cable TV, a personal safe and ironing facilities. Private bathrooms come with a hairdryer, bathtub and free toiletries. Exercise options include a jogging trail, tennis courts and a fitness center. Guests can enjoy a pampering massage at Le SPA or relax at the spa pool and sauna. Other facilities include a grand ballroom and 14 meeting rooms. The hotel’s flagship restaurant, Spiral, features 21 dining ateliers that serve exquisite dishes prepared masterfully in the presence of guests. Drinks can be enjoyed at Le Veranda  and Sunset Bar. Sports fan can catch up on the latest matches at Snaps Sports Bar. Sofitel Philippine Plaza Manila is located beside the Cultural Center of the Philippines Complex. It is less than 1.2 mi away from the Mall of Asia. It is located about 4.3 mi away from Manila International Airport and a 30-minute drive from Makati City. ","['Swimming pool', 'Airport Shuttle', 'Non Smoking Rooms', 'Fitness Room', 'Spa & Wellness Centre', 'Room-service', 'Free Parking', 'Bar', 'breakfast', 'Swimming pool', 'Airport Shuttle', 'Non Smoking Rooms', 'Fitness Room', 'Spa & Wellness Centre', 'Room-service', 'Free Parking', 'Bar', 'breakfast']","2,021","['8.6', '8.3', '8.4', '8.5', '7.6', '8.5', '8.0']","['Staff', 'Facilities', 'Cleanliness', 'Comfort', 'Value for money', 'Location', 'Free WiFi']","{'Staff': '8.6', 'Facilities': '8.3', 'Cleanliness': '8.4', 'Comfort': '8.5', 'Value for money': '7.6', 'Location': '8.5', 'Free WiFi': '8.0'}","['ASEAN Garden', 'SM BY THE BAY NORTH AREA', 'Manila Zoological and Botanical Garden', 'Derham Park', ""MMDA Children's Road Safety Park"", 'Rajah Sulayman Park', 'Marian Quadrangle', 'Manila Baywalk', 'Amphitheater', 'Remedios Circle', 'Restaurant', 'Restaurant', 'Restaurant', 'Cafe/Bar', 'Cafe/Bar', 'Cafe/Bar', 'Museo Pambata', 'Paco Park', 'National Museum of the Philippines', 'GT International Tower', 'Intramuros', 'Ninoy Aquino Monument', 'Fort Santiago', 'Malacanang Palace', 'Pinto Art Museum', 'Ocean/Sea', 'Manila Bay Beach', 'Train', 'Train', 'Subway', 'Subway', 'Ninoy Aquino International Airport', 'Subic Bay Airport', 'Clark International Airport']","['950 m', '1.3 km', '1.6 km', '1.7 km', '1.7 km', '1.8 km', '1.9 km', '1.9 km', '1.9 km', '2 km', '20 m', '300 m', '350 m', '700 m', '700 m', '750 m', '2.9 km', '3.3 km', '3.8 km', '4 km', '4.1 km', '4.4 km', '4.7 km', '4.9 km', '20 km', '650 m', '1.8 km', '1.8 km', '1.9 km', '2.8 km', '6 km', '6 km', '81 km', '84 km']","{'ASEAN Garden': '950 m', 'SM BY THE BAY NORTH AREA': '1.3 km', 'Manila Zoological and Botanical Garden': '1.6 km', 'Derham Park': '1.7 km', ""MMDA Children's Road Safety Park"": '1.7 km', 'Rajah Sulayman Park': '1.8 km', 'Marian Quadrangle': '1.9 km', 'Manila Baywalk': '1.9 km', 'Amphitheater': '1.9 km', 'Remedios Circle': '2 km', 'Restaurant': '350 m', 'Cafe/Bar': '750 m', 'Museo Pambata': '2.9 km', 'Paco Park': '3.3 km', 'National Museum of the Philippines': '3.8 km', 'GT International Tower': '4 km', 'Intramuros': '4.1 km', 'Ninoy Aquino Monument': '4.4 km', 'Fort Santiago': '4.7 km', 'Malacanang Palace': '4.9 km', 'Pinto Art Museum': '20 km', 'Ocean/Sea': '650 m', 'Manila Bay Beach': '1.8 km', 'Train': '1.9 km', 'Subway': '6 km', 'Ninoy Aquino International Airport': '6 km', 'Subic Bay Airport': '81 km', 'Clark International Airport': '84 km'}","['Superior King Room with City View', 'Luxury Club King Room with City View', 'Luxury Club Twin Room with City View', 'Luxury Club King Room with Bay View', 'Luxury Club King Room with Pool View', 'Junior Family King Suite with City View or Bay View', 'Sofitel King Suite with City View or Bay View', 'Opera Suite', 'Imperial King Suite']","[7200.0, 9200.0, 8200.0, 13700.0, 12700.0, 13700.0, 12700.0, 14700.0, 13700.0, 15600.0, 14600.0, 17000.0, 16000.0, 18000.0, 17000.0, 44150.0, 43150.0, 178300.0]",7200.0,"{'Superior King Room with City View': 7200.0, 'Luxury Club King Room with City View': 9200.0, 'Luxury Club Twin Room with City View': 8200.0, 'Luxury Club King Room with Bay View': 13700.0, 'Luxury Club King Room with Pool View': 12700.0, 'Junior Family King Suite with City View or Bay View': 13700.0, 'Sofitel King Suite with City View or Bay View': 12700.0, 'Opera Suite': 14700.0, 'Imperial King Suite': 13700.0}","['Bathroom', 'Outdoors', 'Kitchen', 'Pets', 'Activities', 'Living Area', 'Media & Technology', 'Food & Drink', 'Parking', 'Front Desk Services', 'Entertainment & Family Services', 'Cleaning Services', 'Business Facilities', 'Safety & security', 'General', 'Accessibility', 'Outdoor swimming pool', 'Spa', 'Languages Spoken']","[['Toilet paper', 'Slippers', 'Toilet', 'Hairdryer', 'Shower'], ['Picnic area', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden'], ['Coffee machine'], ['Happy hour', 'Tennis equipment', 'Mini golf', 'Playground'], ['Desk'], ['TV'], ['Wine/Champagne', 'Kid-friendly buffet', ""Kids' meals"", 'Special diet meals (on request)', 'Snack bar', 'Breakfast in the room', 'Bar', 'Restaurant'], ['Secure parking', 'Accessible parking'], ['Concierge', 'ATM on site', 'Baggage storage', 'Currency exchange', 'Express check-in/out', '24-hour front desk'], ['Outdoor play equipment for kids'], ['Suit press', 'Ironing service', 'Dry cleaning', 'Laundry'], ['Fax/Photocopying', 'Business center', 'Meeting/Banquet facilities'], ['Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', '24-hour security', 'Safe'], ['Shuttle service', 'Designated smoking area', 'Air conditioning', 'Car rental', 'Packed lunches', 'Elevator', 'Family rooms', 'Facilities for disabled guests', 'Airport shuttle', 'Airport shuttle', 'Airport shuttle', 'Non-smoking rooms', 'Room service'], ['Bathroom emergency cord', 'Lowered sink', 'Raised toilet', 'Toilet with grab rails', 'Wheelchair accessible'], ['Open all year', 'Pool with view', 'Shallow end', 'Waterslide', 'Pool/Beach towels', 'Beach chairs/Loungers', 'Beach umbrellas'], ['Fitness', 'Full-body massage', 'Hand massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Back massage', 'Spa/Wellness packages', 'Foot bath', 'Spa lounge/Relaxation area', 'Steam room', 'Spa facilities', 'Beach chairs/Loungers', 'Waterslide', 'Massage', 'Spa', 'Fitness center', 'Sauna'], ['English', 'Filipino']]",https://www.booking.com/hotel/ph/sofitel-philippine-plaza-manila.html?label=gen173nr-1FCAEoggI46AdIM1gEaLQBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuALa9-ebBsACAdICJDNiMWUxMTlhLTc3ODEtNGI3NC05MWVlLTQ5MDA0MDQzYzY5NNgCBuACAQ&sid=b3a20c12be6b3d4d9b1b0a71b11d8898&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-01&checkout=2022-12-02&dest_id=-2437894&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=7ca3572c9035002e&srepoch=1669119834&all_sr_blocks=23729002_95454672_2_42_0&highlighted_blocks=23729002_95454672_2_42_0&matching_block_id=23729002_95454672_2_42_0&sr_pri_blocks=23729002_95454672_2_42_0__720000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
